subject_id,scenario_id,partner_status,relationship,partner_first_choice,participant_first_choice,first_choices,participant_first_choice_generous,coordination,successful_first_time,participant_second_choice,participant_second_choice_generous,strategy,strategy_repeating,passed_attention_checks
01869295239e76e3c576923ec9a65045,song preference,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
01869295239e76e3c576923ec9a65045,task checking,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
01a762f31e73a002fb646a5f50d1830a,gift,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,1
01a762f31e73a002fb646a5f50d1830a,meal,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,1
01a762f31e73a002fb646a5f50d1830a,meeting place,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,1
01a762f31e73a002fb646a5f50d1830a,object carrying,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,1
01a762f31e73a002fb646a5f50d1830a,song preference,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,receive,0,alternating,0,1
01a762f31e73a002fb646a5f50d1830a,task checking,equal,equal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,1
03b8e33b4823ea5213a1f67edb53bd3c,gift,lower,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
03b8e33b4823ea5213a1f67edb53bd3c,meal,equal,equal,give,receive,receive_give,0,TRUE,TRUE,give,1,alternating,0,2
03b8e33b4823ea5213a1f67edb53bd3c,meeting place,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
03b8e33b4823ea5213a1f67edb53bd3c,object carrying,equal,equal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
03b8e33b4823ea5213a1f67edb53bd3c,song preference,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
03b8e33b4823ea5213a1f67edb53bd3c,task checking,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
03c22d7d609474c94b57385098245c06,gift,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
03c22d7d609474c94b57385098245c06,meal,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
03c22d7d609474c94b57385098245c06,meeting place,equal,equal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
03c22d7d609474c94b57385098245c06,object carrying,higher,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
03c22d7d609474c94b57385098245c06,song preference,higher,unequal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
03c22d7d609474c94b57385098245c06,task checking,equal,equal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
0482ada66b918f943a21e59d521760bb,gift,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
0482ada66b918f943a21e59d521760bb,meal,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
0482ada66b918f943a21e59d521760bb,meeting place,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
0482ada66b918f943a21e59d521760bb,object carrying,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
0482ada66b918f943a21e59d521760bb,song preference,lower,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
0482ada66b918f943a21e59d521760bb,task checking,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
04f66f928b8b5fdb222b6337ddf44e8a,gift,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
04f66f928b8b5fdb222b6337ddf44e8a,meal,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
04f66f928b8b5fdb222b6337ddf44e8a,meeting place,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
04f66f928b8b5fdb222b6337ddf44e8a,object carrying,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
04f66f928b8b5fdb222b6337ddf44e8a,song preference,equal,equal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
04f66f928b8b5fdb222b6337ddf44e8a,task checking,lower,unequal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
0b10dcf9457961cd94d7533b0adc9459,gift,higher,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,1
0b10dcf9457961cd94d7533b0adc9459,meal,higher,unequal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,1
0b10dcf9457961cd94d7533b0adc9459,meeting place,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,1
0b10dcf9457961cd94d7533b0adc9459,object carrying,lower,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,1
0b10dcf9457961cd94d7533b0adc9459,song preference,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,1
0b10dcf9457961cd94d7533b0adc9459,task checking,equal,equal,give,receive,receive_give,0,TRUE,TRUE,give,1,alternating,0,1
0b31996d4fe022097f301ddc6dfa0f07,gift,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
0b31996d4fe022097f301ddc6dfa0f07,meal,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
0b31996d4fe022097f301ddc6dfa0f07,meeting place,equal,equal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
0b31996d4fe022097f301ddc6dfa0f07,object carrying,lower,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
0b31996d4fe022097f301ddc6dfa0f07,song preference,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
0b31996d4fe022097f301ddc6dfa0f07,task checking,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
0d85dac45fda2b56fe44456add3267b7,gift,equal,equal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
0d85dac45fda2b56fe44456add3267b7,meal,equal,equal,give,receive,receive_give,0,TRUE,TRUE,give,1,alternating,0,2
0d85dac45fda2b56fe44456add3267b7,meeting place,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
0d85dac45fda2b56fe44456add3267b7,object carrying,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
0d85dac45fda2b56fe44456add3267b7,song preference,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
0d85dac45fda2b56fe44456add3267b7,task checking,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
0e58b3b6ba14c85a46895fa134c2588f,gift,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,receive,0,alternating,0,2
0e58b3b6ba14c85a46895fa134c2588f,meal,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
0e58b3b6ba14c85a46895fa134c2588f,meeting place,lower,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
0e58b3b6ba14c85a46895fa134c2588f,object carrying,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
0e58b3b6ba14c85a46895fa134c2588f,song preference,equal,equal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
0e58b3b6ba14c85a46895fa134c2588f,task checking,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
0e64b476d0de8977bd6c4c60e1264e46,gift,equal,equal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
0e64b476d0de8977bd6c4c60e1264e46,meal,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
0e64b476d0de8977bd6c4c60e1264e46,meeting place,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
0e64b476d0de8977bd6c4c60e1264e46,object carrying,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,give,1,alternating,0,2
0e64b476d0de8977bd6c4c60e1264e46,song preference,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
0e64b476d0de8977bd6c4c60e1264e46,task checking,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
0ed7aeb212d59c49111f1b48ca346b1f,gift,equal,equal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
0ed7aeb212d59c49111f1b48ca346b1f,meal,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
0ed7aeb212d59c49111f1b48ca346b1f,meeting place,higher,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
0ed7aeb212d59c49111f1b48ca346b1f,object carrying,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
0ed7aeb212d59c49111f1b48ca346b1f,song preference,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
0ed7aeb212d59c49111f1b48ca346b1f,task checking,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
1102f9f78b38b4b2d15e982abcdee081,gift,higher,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
1102f9f78b38b4b2d15e982abcdee081,meal,equal,equal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
1102f9f78b38b4b2d15e982abcdee081,meeting place,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
1102f9f78b38b4b2d15e982abcdee081,object carrying,equal,equal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
1102f9f78b38b4b2d15e982abcdee081,song preference,lower,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
1102f9f78b38b4b2d15e982abcdee081,task checking,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
12ec04870be61bc17c0f1693df16945c,gift,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
12ec04870be61bc17c0f1693df16945c,meal,higher,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
12ec04870be61bc17c0f1693df16945c,meeting place,equal,equal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
12ec04870be61bc17c0f1693df16945c,object carrying,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,receive,0,alternating,0,2
12ec04870be61bc17c0f1693df16945c,song preference,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
12ec04870be61bc17c0f1693df16945c,task checking,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
18d973f8835fe4e77bb6a1129785af4d,gift,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
18d973f8835fe4e77bb6a1129785af4d,meal,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
18d973f8835fe4e77bb6a1129785af4d,meeting place,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
18d973f8835fe4e77bb6a1129785af4d,object carrying,higher,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
18d973f8835fe4e77bb6a1129785af4d,song preference,lower,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
18d973f8835fe4e77bb6a1129785af4d,task checking,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
1aa81eaedffaea89cef2cc856a9e6fa5,gift,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,1
1aa81eaedffaea89cef2cc856a9e6fa5,meal,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,1
1aa81eaedffaea89cef2cc856a9e6fa5,meeting place,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,1
1aa81eaedffaea89cef2cc856a9e6fa5,object carrying,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,1
1aa81eaedffaea89cef2cc856a9e6fa5,song preference,higher,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,1
1aa81eaedffaea89cef2cc856a9e6fa5,task checking,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,1
1de425390089e6c1fba1dbf9f5b519c8,gift,higher,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
1de425390089e6c1fba1dbf9f5b519c8,meal,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
1de425390089e6c1fba1dbf9f5b519c8,meeting place,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
1de425390089e6c1fba1dbf9f5b519c8,object carrying,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
1de425390089e6c1fba1dbf9f5b519c8,song preference,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,receive,0,alternating,0,2
1de425390089e6c1fba1dbf9f5b519c8,task checking,equal,equal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
1e4bd24090ca840c67ffe3fa07e6b17f,gift,equal,equal,give,receive,receive_give,0,TRUE,TRUE,give,1,alternating,0,2
1e4bd24090ca840c67ffe3fa07e6b17f,meal,equal,equal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
1e4bd24090ca840c67ffe3fa07e6b17f,meeting place,lower,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
1e4bd24090ca840c67ffe3fa07e6b17f,object carrying,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
1e4bd24090ca840c67ffe3fa07e6b17f,song preference,higher,unequal,give,receive,receive_give,0,TRUE,TRUE,give,1,alternating,0,2
1e4bd24090ca840c67ffe3fa07e6b17f,task checking,higher,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
21de61608923be31bc020aa35ec4a39c,gift,equal,equal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,1
21de61608923be31bc020aa35ec4a39c,meal,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,1
21de61608923be31bc020aa35ec4a39c,meeting place,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,receive,0,alternating,0,1
21de61608923be31bc020aa35ec4a39c,object carrying,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,1
21de61608923be31bc020aa35ec4a39c,song preference,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,1
21de61608923be31bc020aa35ec4a39c,task checking,higher,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,1
2334f64c3d7280cf73bb1f15dd2084fd,gift,equal,equal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
2334f64c3d7280cf73bb1f15dd2084fd,meal,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
2334f64c3d7280cf73bb1f15dd2084fd,meeting place,equal,equal,give,receive,receive_give,0,TRUE,TRUE,give,1,alternating,0,2
2334f64c3d7280cf73bb1f15dd2084fd,object carrying,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,receive,0,alternating,0,2
2334f64c3d7280cf73bb1f15dd2084fd,song preference,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
2334f64c3d7280cf73bb1f15dd2084fd,task checking,higher,unequal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
24355aa4c616b9a4287fcccd6bf22a66,gift,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,1
24355aa4c616b9a4287fcccd6bf22a66,meal,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,1
24355aa4c616b9a4287fcccd6bf22a66,meeting place,lower,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,1
24355aa4c616b9a4287fcccd6bf22a66,object carrying,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,1
24355aa4c616b9a4287fcccd6bf22a66,song preference,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,1
24355aa4c616b9a4287fcccd6bf22a66,task checking,higher,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,1
251f72f6a5c6b98f0b4a36a04b49db6b,gift,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
251f72f6a5c6b98f0b4a36a04b49db6b,meal,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
251f72f6a5c6b98f0b4a36a04b49db6b,meeting place,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
251f72f6a5c6b98f0b4a36a04b49db6b,object carrying,higher,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
251f72f6a5c6b98f0b4a36a04b49db6b,song preference,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
251f72f6a5c6b98f0b4a36a04b49db6b,task checking,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
2590b76c543340c206c0e090d5e6f084,gift,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
2590b76c543340c206c0e090d5e6f084,meal,equal,equal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
2590b76c543340c206c0e090d5e6f084,meeting place,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
2590b76c543340c206c0e090d5e6f084,object carrying,equal,equal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
2590b76c543340c206c0e090d5e6f084,song preference,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
2590b76c543340c206c0e090d5e6f084,task checking,higher,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
261e8c0c2e0fd89a0b4199f96dc984bc,gift,equal,equal,give,receive,receive_give,0,TRUE,TRUE,give,1,alternating,0,2
261e8c0c2e0fd89a0b4199f96dc984bc,meal,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,give,1,alternating,0,2
261e8c0c2e0fd89a0b4199f96dc984bc,meeting place,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,receive,0,alternating,0,2
261e8c0c2e0fd89a0b4199f96dc984bc,object carrying,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,receive,0,alternating,0,2
261e8c0c2e0fd89a0b4199f96dc984bc,song preference,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
261e8c0c2e0fd89a0b4199f96dc984bc,task checking,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
296b8b33bf94f428925a1253faad1b52,gift,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
296b8b33bf94f428925a1253faad1b52,meal,lower,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
296b8b33bf94f428925a1253faad1b52,meeting place,equal,equal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
296b8b33bf94f428925a1253faad1b52,object carrying,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
296b8b33bf94f428925a1253faad1b52,song preference,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
296b8b33bf94f428925a1253faad1b52,task checking,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
298e2bd323e7a09e2feb2b4c76fd8445,gift,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
298e2bd323e7a09e2feb2b4c76fd8445,meal,equal,equal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
298e2bd323e7a09e2feb2b4c76fd8445,meeting place,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
298e2bd323e7a09e2feb2b4c76fd8445,object carrying,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
298e2bd323e7a09e2feb2b4c76fd8445,song preference,equal,equal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
298e2bd323e7a09e2feb2b4c76fd8445,task checking,lower,unequal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
2c501617d0af2568352c646089b3b80f,gift,higher,unequal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
2c501617d0af2568352c646089b3b80f,meal,higher,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
2c501617d0af2568352c646089b3b80f,meeting place,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,give,1,alternating,0,2
2c501617d0af2568352c646089b3b80f,object carrying,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
2c501617d0af2568352c646089b3b80f,song preference,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
2c501617d0af2568352c646089b3b80f,task checking,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
2cb25cc5670ff8f0e59a514a4fb73b56,gift,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
2cb25cc5670ff8f0e59a514a4fb73b56,meal,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
2cb25cc5670ff8f0e59a514a4fb73b56,meeting place,higher,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
2cb25cc5670ff8f0e59a514a4fb73b56,object carrying,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,give,1,alternating,0,2
2cb25cc5670ff8f0e59a514a4fb73b56,song preference,higher,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
2cb25cc5670ff8f0e59a514a4fb73b56,task checking,equal,equal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
2e2fbd20e35a74899915305d95098e8c,gift,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,give,1,alternating,0,1
2e2fbd20e35a74899915305d95098e8c,meal,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,1
2e2fbd20e35a74899915305d95098e8c,meeting place,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,receive,0,alternating,0,1
2e2fbd20e35a74899915305d95098e8c,object carrying,higher,unequal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,1
2e2fbd20e35a74899915305d95098e8c,song preference,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,1
2e2fbd20e35a74899915305d95098e8c,task checking,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,1
2f2f78054dd58cbd27196707a96175a7,gift,lower,unequal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
2f2f78054dd58cbd27196707a96175a7,meal,equal,equal,receive,receive,receive_receive,0,FALSE,FALSE,receive,0,alternating,0,2
2f2f78054dd58cbd27196707a96175a7,meeting place,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
2f2f78054dd58cbd27196707a96175a7,object carrying,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
2f2f78054dd58cbd27196707a96175a7,song preference,equal,equal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
2f2f78054dd58cbd27196707a96175a7,task checking,higher,unequal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
2f37dbd00b9a65d2a3eed31fbc9d1c57,gift,lower,unequal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
2f37dbd00b9a65d2a3eed31fbc9d1c57,meal,lower,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
2f37dbd00b9a65d2a3eed31fbc9d1c57,meeting place,higher,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
2f37dbd00b9a65d2a3eed31fbc9d1c57,object carrying,equal,equal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
2f37dbd00b9a65d2a3eed31fbc9d1c57,song preference,higher,unequal,receive,receive,receive_receive,0,FALSE,FALSE,give,1,repeating,1,2
2f37dbd00b9a65d2a3eed31fbc9d1c57,task checking,equal,equal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
307e4afa6454836549c7bc5fcb55db8c,gift,higher,unequal,give,give,give_give,1,FALSE,FALSE,give,1,alternating,0,2
307e4afa6454836549c7bc5fcb55db8c,meal,lower,unequal,give,receive,receive_give,0,TRUE,TRUE,receive,0,repeating,1,2
307e4afa6454836549c7bc5fcb55db8c,meeting place,higher,unequal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
307e4afa6454836549c7bc5fcb55db8c,object carrying,lower,unequal,receive,receive,receive_receive,0,FALSE,FALSE,receive,0,alternating,0,2
307e4afa6454836549c7bc5fcb55db8c,song preference,equal,equal,receive,give,give_receive,1,TRUE,TRUE,receive,0,alternating,0,2
307e4afa6454836549c7bc5fcb55db8c,task checking,equal,equal,give,give,give_give,1,FALSE,FALSE,receive,0,repeating,1,2
31fc06ababa061cc1ad5d7c9f2c17218,gift,equal,equal,receive,give,give_receive,1,TRUE,TRUE,give,1,repeating,1,2
