subject_id,story,altruistic_status,first_meeting,stage,response,response_status,strategy,understood,pass_attention
1e27d722ec47a17b0c3df46f9afec95c,feedback,more,bob,first,alice,less,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,feedback,more,bob,second,alice,less,alternating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,groceries,less,alice,first,alice,less,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,groceries,less,alice,second,alice,less,repeating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,housemates,equal,bob,first,alice,equal,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,housemates,equal,bob,second,bob,equal,repeating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,conversation,equal,alice,first,bob,equal,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,conversation,equal,alice,second,alice,equal,repeating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,fundraising,more,alice,first,alice,more,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,fundraising,more,alice,second,alice,more,repeating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,restaurant,equal,alice,first,alice,equal,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,restaurant,equal,alice,second,bob,equal,alternating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,police,more,alice,first,bob,less,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,police,more,alice,second,alice,more,repeating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,weekend,more,bob,first,alice,less,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,weekend,more,bob,second,bob,more,repeating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,family meals,less,bob,first,bob,less,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,family meals,less,bob,second,bob,less,repeating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,babysitting,less,bob,first,bob,less,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,babysitting,less,bob,second,bob,less,repeating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,architects,less,alice,first,alice,less,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,architects,less,alice,second,alice,less,repeating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,scheduling,equal,bob,first,bob,equal,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,scheduling,equal,bob,second,bob,equal,repeating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,coffee,less,alice,first,bob,more,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,coffee,less,alice,second,bob,more,alternating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,concerts,equal,alice,first,alice,equal,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,concerts,equal,alice,second,bob,equal,alternating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,group project,less,bob,first,alice,more,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,group project,less,bob,second,bob,less,repeating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,meeting location,equal,bob,first,bob,equal,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,meeting location,equal,bob,second,bob,equal,repeating,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,meeting prep,more,alice,first,bob,less,NA,yes,TRUE
1e27d722ec47a17b0c3df46f9afec95c,meeting prep,more,alice,second,alice,more,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,babysitting,more,alice,first,bob,less,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,babysitting,more,alice,second,bob,less,alternating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,meeting location,equal,bob,first,bob,equal,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,meeting location,equal,bob,second,alice,equal,alternating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,fundraising,more,alice,first,alice,more,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,fundraising,more,alice,second,alice,more,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,group project,more,bob,first,bob,more,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,group project,more,bob,second,bob,more,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,conversation,less,bob,first,alice,more,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,conversation,less,bob,second,bob,less,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,meeting prep,more,alice,first,bob,less,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,meeting prep,more,alice,second,alice,more,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,restaurant,equal,alice,first,alice,equal,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,restaurant,equal,alice,second,bob,equal,alternating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,family meals,less,alice,first,bob,more,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,family meals,less,alice,second,bob,more,alternating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,groceries,less,bob,first,bob,less,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,groceries,less,bob,second,bob,less,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,scheduling,less,alice,first,alice,less,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,scheduling,less,alice,second,alice,less,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,weekend,less,alice,first,alice,less,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,weekend,less,alice,second,alice,less,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,housemates,equal,alice,first,alice,equal,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,housemates,equal,alice,second,alice,equal,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,police,equal,bob,first,bob,equal,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,police,equal,bob,second,bob,equal,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,gifts,more,bob,first,bob,more,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,gifts,more,bob,second,bob,more,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,feedback,equal,alice,first,alice,equal,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,feedback,equal,alice,second,alice,equal,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,coffee,less,bob,first,bob,less,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,coffee,less,bob,second,bob,less,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,architects,more,bob,first,alice,less,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,architects,more,bob,second,bob,more,repeating,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,concerts,equal,bob,first,bob,equal,NA,yes,TRUE
b188ececb8b4f49bb7e1df5f4b6d6f70,concerts,equal,bob,second,alice,equal,alternating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,groceries,more,alice,first,bob,less,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,groceries,more,alice,second,alice,more,repeating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,weekend,more,bob,first,bob,more,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,weekend,more,bob,second,alice,less,alternating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,babysitting,equal,alice,first,alice,equal,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,babysitting,equal,alice,second,bob,equal,alternating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,gifts,equal,bob,first,alice,equal,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,gifts,equal,bob,second,alice,equal,alternating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,feedback,less,alice,first,bob,more,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,feedback,less,alice,second,bob,more,alternating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,fundraising,equal,alice,first,alice,equal,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,fundraising,equal,alice,second,bob,equal,alternating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,conversation,more,alice,first,alice,more,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,conversation,more,alice,second,alice,more,repeating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,meeting location,less,bob,first,bob,less,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,meeting location,less,bob,second,bob,less,repeating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,police,less,bob,first,alice,more,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,police,less,bob,second,bob,less,repeating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,architects,equal,bob,first,alice,equal,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,architects,equal,bob,second,bob,equal,repeating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,family meals,more,bob,first,bob,more,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,family meals,more,bob,second,bob,more,repeating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,restaurant,less,alice,first,bob,more,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,restaurant,less,alice,second,bob,more,alternating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,coffee,more,alice,first,alice,more,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,coffee,more,alice,second,bob,less,alternating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,scheduling,more,bob,first,alice,less,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,scheduling,more,bob,second,alice,less,alternating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,meeting prep,equal,alice,first,alice,equal,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,meeting prep,equal,alice,second,bob,equal,alternating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,group project,equal,bob,first,alice,equal,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,group project,equal,bob,second,bob,equal,repeating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,housemates,less,alice,first,alice,less,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,housemates,less,alice,second,bob,more,alternating,yes,TRUE
b1e1649ed734f46e760a2e112818389d,concerts,less,bob,first,alice,more,NA,yes,TRUE
b1e1649ed734f46e760a2e112818389d,concerts,less,bob,second,alice,more,alternating,yes,TRUE
5bbd839715386d1468253a97d28768fe,family meals,less,bob,first,bob,less,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,family meals,less,bob,second,bob,less,repeating,yes,TRUE
5bbd839715386d1468253a97d28768fe,concerts,more,bob,first,bob,more,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,concerts,more,bob,second,alice,less,alternating,yes,TRUE
5bbd839715386d1468253a97d28768fe,scheduling,more,bob,first,alice,less,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,scheduling,more,bob,second,alice,less,alternating,yes,TRUE
5bbd839715386d1468253a97d28768fe,meeting prep,more,alice,first,alice,more,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,meeting prep,more,alice,second,alice,more,repeating,yes,TRUE
5bbd839715386d1468253a97d28768fe,feedback,less,alice,first,alice,less,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,feedback,less,alice,second,bob,more,alternating,yes,TRUE
5bbd839715386d1468253a97d28768fe,architects,more,alice,first,alice,more,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,architects,more,alice,second,alice,more,repeating,yes,TRUE
5bbd839715386d1468253a97d28768fe,groceries,equal,alice,first,alice,equal,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,groceries,equal,alice,second,alice,equal,repeating,yes,TRUE
5bbd839715386d1468253a97d28768fe,restaurant,less,bob,first,bob,less,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,restaurant,less,bob,second,alice,more,alternating,yes,TRUE
5bbd839715386d1468253a97d28768fe,babysitting,equal,bob,first,alice,equal,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,babysitting,equal,bob,second,alice,equal,alternating,yes,TRUE
5bbd839715386d1468253a97d28768fe,group project,equal,bob,first,alice,equal,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,group project,equal,bob,second,bob,equal,repeating,yes,TRUE
5bbd839715386d1468253a97d28768fe,gifts,more,alice,first,alice,more,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,gifts,more,alice,second,alice,more,repeating,yes,TRUE
5bbd839715386d1468253a97d28768fe,conversation,less,alice,first,bob,more,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,conversation,less,alice,second,alice,less,repeating,yes,TRUE
5bbd839715386d1468253a97d28768fe,fundraising,less,alice,first,alice,less,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,fundraising,less,alice,second,alice,less,repeating,yes,TRUE
5bbd839715386d1468253a97d28768fe,police,equal,alice,first,alice,equal,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,police,equal,alice,second,bob,equal,alternating,yes,TRUE
5bbd839715386d1468253a97d28768fe,coffee,more,bob,first,alice,less,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,coffee,more,bob,second,alice,less,alternating,yes,TRUE
5bbd839715386d1468253a97d28768fe,weekend,equal,alice,first,bob,equal,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,weekend,equal,alice,second,bob,equal,alternating,yes,TRUE
5bbd839715386d1468253a97d28768fe,housemates,equal,bob,first,alice,equal,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,housemates,equal,bob,second,bob,equal,repeating,yes,TRUE
5bbd839715386d1468253a97d28768fe,meeting location,less,bob,first,bob,less,NA,yes,TRUE
5bbd839715386d1468253a97d28768fe,meeting location,less,bob,second,alice,more,alternating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,housemates,equal,bob,first,alice,equal,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,housemates,equal,bob,second,alice,equal,alternating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,coffee,more,bob,first,alice,less,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,coffee,more,bob,second,bob,more,repeating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,fundraising,less,alice,first,bob,more,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,fundraising,less,alice,second,alice,less,repeating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,restaurant,less,bob,first,bob,less,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,restaurant,less,bob,second,bob,less,repeating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,feedback,less,alice,first,bob,more,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,feedback,less,alice,second,bob,more,alternating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,gifts,more,alice,first,alice,more,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,gifts,more,alice,second,alice,more,repeating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,architects,more,alice,first,alice,more,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,architects,more,alice,second,alice,more,repeating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,babysitting,equal,bob,first,bob,equal,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,babysitting,equal,bob,second,alice,equal,alternating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,group project,equal,bob,first,alice,equal,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,group project,equal,bob,second,alice,equal,alternating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,police,equal,alice,first,bob,equal,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,police,equal,alice,second,bob,equal,alternating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,groceries,equal,alice,first,alice,equal,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,groceries,equal,alice,second,bob,equal,alternating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,meeting prep,more,alice,first,bob,less,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,meeting prep,more,alice,second,alice,more,repeating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,family meals,less,bob,first,bob,less,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,family meals,less,bob,second,bob,less,repeating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,weekend,equal,alice,first,bob,equal,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,weekend,equal,alice,second,bob,equal,alternating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,conversation,less,alice,first,bob,more,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,conversation,less,alice,second,alice,less,repeating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,scheduling,more,bob,first,alice,less,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,scheduling,more,bob,second,alice,less,alternating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,meeting location,less,bob,first,bob,less,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,meeting location,less,bob,second,bob,less,repeating,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,concerts,more,bob,first,bob,more,NA,yes,TRUE
2dc07a4496b9b4e563506ed3f403a7ab,concerts,more,bob,second,alice,less,alternating,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,feedback,equal,bob,first,alice,equal,NA,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,feedback,equal,bob,second,alice,equal,alternating,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,restaurant,equal,alice,first,alice,equal,NA,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,restaurant,equal,alice,second,bob,equal,alternating,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,scheduling,less,bob,first,bob,less,NA,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,scheduling,less,bob,second,bob,less,repeating,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,meeting location,equal,alice,first,alice,equal,NA,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,meeting location,equal,alice,second,bob,equal,alternating,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,coffee,less,bob,first,alice,more,NA,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,coffee,less,bob,second,bob,less,repeating,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,concerts,less,bob,first,alice,more,NA,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,concerts,less,bob,second,bob,less,repeating,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,family meals,equal,alice,first,alice,equal,NA,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,family meals,equal,alice,second,bob,equal,alternating,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,police,more,bob,first,bob,more,NA,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,police,more,bob,second,bob,more,repeating,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,weekend,more,bob,first,alice,less,NA,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,weekend,more,bob,second,alice,less,alternating,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,group project,more,alice,first,alice,more,NA,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,group project,more,alice,second,alice,more,repeating,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,conversation,equal,bob,first,alice,equal,NA,yes,TRUE
e6e5ed9bc1bf2477a3d3396ef7e544a8,conversation,equal,bob,second,alice,equal,alternating,yes,TRUE
