subject_id,story,relationship,next_interaction,likert_rating,normalized_likert_rating,concrete_relationship,conflict,coercion,importance_society,importance_individuals,information_exchange,dominance_score,prestige_score,n_benefit,n_effort,diff_benefit,diff_effort,ci_lower_benefit,ci_lower_effort,ci_upper_benefit,ci_upper_effort,mean_benefit,mean_effort
52cfab01d2c1a35a2c219d1bc794c579,groceries,Lower,Reciprocity,3,0.3,Student and Dorm Resident assistant,36.875,23.956521739130437,31.6,50.42857142857143,73.4375,30.41576086956522,51.82202380952381,58,59,2.93103448275862,1.83050847457627,2.42595838587642,1.42217391304348,3.40543976179569,2.24137931034483,2.91712465113098,1.82993127440877
52cfab01d2c1a35a2c219d1bc794c579,groceries,Lower,None,6,0.6,Student and Dorm Resident assistant,36.875,23.956521739130437,31.6,50.42857142857143,73.4375,30.41576086956522,51.82202380952381,58,59,2.93103448275862,1.83050847457627,2.42595838587642,1.42217391304348,3.40543976179569,2.24137931034483,2.91712465113098,1.82993127440877
52cfab01d2c1a35a2c219d1bc794c579,coffee,Higher,Precedent,3,0.2727272727272727,Mentor and Mentee,14.058823529411764,22,62,83.25,96.33333333333331,18.029411764705884,80.52777777777777,58,59,2.03448275862069,2.08474576271186,1.57444461827284,1.69076599326599,2.50951862602806,2.43681818181818,2.0344179779564,2.07534046555799
52cfab01d2c1a35a2c219d1bc794c579,coffee,Higher,Reciprocity,5,0.45454545454545453,Mentor and Mentee,14.058823529411764,22,62,83.25,96.33333333333331,18.029411764705884,80.52777777777777,58,59,2.03448275862069,2.08474576271186,1.57444461827284,1.69076599326599,2.50951862602806,2.43681818181818,2.0344179779564,2.07534046555799
52cfab01d2c1a35a2c219d1bc794c579,coffee,Higher,None,3,0.2727272727272727,Mentor and Mentee,14.058823529411764,22,62,83.25,96.33333333333331,18.029411764705884,80.52777777777777,58,59,2.03448275862069,2.08474576271186,1.57444461827284,1.69076599326599,2.50951862602806,2.43681818181818,2.0344179779564,2.07534046555799
52cfab01d2c1a35a2c219d1bc794c579,gifts,Equal,Precedent,2,0.18181818181818182,Between neighbors,35.588235294117645,19.90909090909091,51.642857142857146,55.625,62.42857142857143,27.74866310160428,56.56547619047618,58,59,3.29824561403509,3.64406779661017,2.5170554428668,2.96659090909091,3.96305555555556,4.17566801619433,3.28050406217054,3.63993764826946
52cfab01d2c1a35a2c219d1bc794c579,gifts,Equal,Reciprocity,5,0.45454545454545453,Between neighbors,35.588235294117645,19.90909090909091,51.642857142857146,55.625,62.42857142857143,27.74866310160428,56.56547619047618,58,59,3.29824561403509,3.64406779661017,2.5170554428668,2.96659090909091,3.96305555555556,4.17566801619433,3.28050406217054,3.63993764826946
52cfab01d2c1a35a2c219d1bc794c579,gifts,Equal,None,4,0.36363636363636365,Between neighbors,35.588235294117645,19.90909090909091,51.642857142857146,55.625,62.42857142857143,27.74866310160428,56.56547619047618,58,59,3.29824561403509,3.64406779661017,2.5170554428668,2.96659090909091,3.96305555555556,4.17566801619433,3.28050406217054,3.63993764826946
52cfab01d2c1a35a2c219d1bc794c579,police,Equal,Precedent,2,0.25,Between Co-workers,25.214285714285715,18.066666666666663,76.2,58.25,80.05882352941177,21.64047619047619,71.50294117647059,58,59,3.17241379310345,2.71186440677966,2.52267992424242,2.11420634920635,3.72135561160151,3.26234147850294,3.17321242756087,2.71132513308921
52cfab01d2c1a35a2c219d1bc794c579,police,Equal,Reciprocity,4,0.5,Between Co-workers,25.214285714285715,18.066666666666663,76.2,58.25,80.05882352941177,21.64047619047619,71.50294117647059,58,59,3.17241379310345,2.71186440677966,2.52267992424242,2.11420634920635,3.72135561160151,3.26234147850294,3.17321242756087,2.71132513308921
52cfab01d2c1a35a2c219d1bc794c579,police,Equal,None,2,0.25,Between Co-workers,25.214285714285715,18.066666666666663,76.2,58.25,80.05882352941177,21.64047619047619,71.50294117647059,58,59,3.17241379310345,2.71186440677966,2.52267992424242,2.11420634920635,3.72135561160151,3.26234147850294,3.17321242756087,2.71132513308921
52cfab01d2c1a35a2c219d1bc794c579,meeting prep,Lower,Precedent,6,0.5454545454545454,Manager and Assistant,41.57142857142857,52.888888888888886,64.3076923076923,67.15789473684211,86.83333333333333,47.23015873015873,72.76630679262257,58,59,1.17241379310345,2.59322033898305,0.630399719495091,2.18637149775164,1.70537200504414,2.955434192673,1.15958193710511,2.59176477553689
52cfab01d2c1a35a2c219d1bc794c579,meeting prep,Lower,Reciprocity,3,0.2727272727272727,Manager and Assistant,41.57142857142857,52.888888888888886,64.3076923076923,67.15789473684211,86.83333333333333,47.23015873015873,72.76630679262257,58,59,1.17241379310345,2.59322033898305,0.630399719495091,2.18637149775164,1.70537200504414,2.955434192673,1.15958193710511,2.59176477553689
52cfab01d2c1a35a2c219d1bc794c579,meeting prep,Lower,None,2,0.18181818181818182,Manager and Assistant,41.57142857142857,52.888888888888886,64.3076923076923,67.15789473684211,86.83333333333333,47.23015873015873,72.76630679262257,58,59,1.17241379310345,2.59322033898305,0.630399719495091,2.18637149775164,1.70537200504414,2.955434192673,1.15958193710511,2.59176477553689
52cfab01d2c1a35a2c219d1bc794c579,conversation,Equal,Precedent,2,0.25,Between Co-workers,25.214285714285715,18.066666666666663,76.2,58.25,80.05882352941177,21.64047619047619,71.50294117647059,58,59,0.879310344827586,-0.11864406779661,0.416634615384615,-0.509254261363636,1.33929413746631,0.22226368159204,0.87895206492402,-0.107441378250745
52cfab01d2c1a35a2c219d1bc794c579,conversation,Equal,Reciprocity,4,0.5,Between Co-workers,25.214285714285715,18.066666666666663,76.2,58.25,80.05882352941177,21.64047619047619,71.50294117647059,58,59,0.879310344827586,-0.11864406779661,0.416634615384615,-0.509254261363636,1.33929413746631,0.22226368159204,0.87895206492402,-0.107441378250745
52cfab01d2c1a35a2c219d1bc794c579,conversation,Equal,None,2,0.25,Between Co-workers,25.214285714285715,18.066666666666663,76.2,58.25,80.05882352941177,21.64047619047619,71.50294117647059,58,59,0.879310344827586,-0.11864406779661,0.416634615384615,-0.509254261363636,1.33929413746631,0.22226368159204,0.87895206492402,-0.107441378250745
52cfab01d2c1a35a2c219d1bc794c579,concerts,Equal,Precedent,2,0.2222222222222222,Between Close Friends,11.27777777777778,16.77777777777778,53.26315789473684,95.3125,85.84615384615384,14.027777777777779,78.14060391363023,58,59,2.73214285714286,2.47457627118644,2.16362708719852,2.08447769953052,3.18386886669561,2.8474833076528,2.72661481347624,2.48066067269549
52cfab01d2c1a35a2c219d1bc794c579,concerts,Equal,Reciprocity,5,0.5555555555555556,Between Close Friends,11.27777777777778,16.77777777777778,53.26315789473684,95.3125,85.84615384615384,14.027777777777779,78.14060391363023,58,59,2.73214285714286,2.47457627118644,2.16362708719852,2.08447769953052,3.18386886669561,2.8474833076528,2.72661481347624,2.48066067269549
52cfab01d2c1a35a2c219d1bc794c579,concerts,Equal,None,2,0.2222222222222222,Between Close Friends,11.27777777777778,16.77777777777778,53.26315789473684,95.3125,85.84615384615384,14.027777777777779,78.14060391363023,58,59,2.73214285714286,2.47457627118644,2.16362708719852,2.08447769953052,3.18386886669561,2.8474833076528,2.72661481347624,2.48066067269549
52cfab01d2c1a35a2c219d1bc794c579,feedback,Lower,Precedent,3,0.2727272727272727,Professor and Graduate student,29.705882352941178,30,60.25,58,95.16666666666669,29.852941176470587,71.1388888888889,58,59,1.31034482758621,0.288135593220339,0.854108796296296,0,1.76926229508197,0.6,1.30888449502507,0.298589414816693
52cfab01d2c1a35a2c219d1bc794c579,feedback,Lower,Reciprocity,4,0.36363636363636365,Professor and Graduate student,29.705882352941178,30,60.25,58,95.16666666666669,29.852941176470587,71.1388888888889,58,59,1.31034482758621,0.288135593220339,0.854108796296296,0,1.76926229508197,0.6,1.30888449502507,0.298589414816693
52cfab01d2c1a35a2c219d1bc794c579,feedback,Lower,None,4,0.36363636363636365,Professor and Graduate student,29.705882352941178,30,60.25,58,95.16666666666669,29.852941176470587,71.1388888888889,58,59,1.31034482758621,0.288135593220339,0.854108796296296,0,1.76926229508197,0.6,1.30888449502507,0.298589414816693
96f8b997aa93b2375643a651033e22c5,groceries,Equal,Precedent,5,0.35714285714285715,Between roommates,30,17.857142857142858,36.66666666666666,74.0625,65.11111111111111,23.92857142857143,58.613425925925924,58,59,2.93103448275862,1.83050847457627,2.42595838587642,1.42217391304348,3.40543976179569,2.24137931034483,2.91712465113098,1.82993127440877
96f8b997aa93b2375643a651033e22c5,groceries,Equal,Reciprocity,6,0.42857142857142855,Between roommates,30,17.857142857142858,36.66666666666666,74.0625,65.11111111111111,23.92857142857143,58.613425925925924,58,59,2.93103448275862,1.83050847457627,2.42595838587642,1.42217391304348,3.40543976179569,2.24137931034483,2.91712465113098,1.82993127440877
96f8b997aa93b2375643a651033e22c5,groceries,Equal,None,3,0.21428571428571427,Between roommates,30,17.857142857142858,36.66666666666666,74.0625,65.11111111111111,23.92857142857143,58.613425925925924,58,59,2.93103448275862,1.83050847457627,2.42595838587642,1.42217391304348,3.40543976179569,2.24137931034483,2.91712465113098,1.82993127440877
96f8b997aa93b2375643a651033e22c5,conversation,Higher,Precedent,6,0.6,Employer and Employee,38.7,31.4,84.4,67.21428571428571,89.64285714285714,35.05,80.41904761904762,58,59,0.879310344827586,-0.11864406779661,0.416634615384615,-0.509254261363636,1.33929413746631,0.22226368159204,0.87895206492402,-0.107441378250745
96f8b997aa93b2375643a651033e22c5,conversation,Higher,Reciprocity,2,0.2,Employer and Employee,38.7,31.4,84.4,67.21428571428571,89.64285714285714,35.05,80.41904761904762,58,59,0.879310344827586,-0.11864406779661,0.416634615384615,-0.509254261363636,1.33929413746631,0.22226368159204,0.87895206492402,-0.107441378250745
96f8b997aa93b2375643a651033e22c5,conversation,Higher,None,2,0.2,Employer and Employee,38.7,31.4,84.4,67.21428571428571,89.64285714285714,35.05,80.41904761904762,58,59,0.879310344827586,-0.11864406779661,0.416634615384615,-0.509254261363636,1.33929413746631,0.22226368159204,0.87895206492402,-0.107441378250745
96f8b997aa93b2375643a651033e22c5,weekend,Higher,Precedent,6,0.46153846153846156,Between cousins,24.545454545454547,6.285714285714286,42.833333333333336,80.64285714285714,55.41666666666666,15.415584415584416,59.63095238095238,58,59,1.78947368421053,1.79310344827586,1.20350241545894,1.27584051724138,2.3500462962963,2.29323200241984,1.79097650988516,1.79706177740998
96f8b997aa93b2375643a651033e22c5,weekend,Higher,Reciprocity,5,0.38461538461538464,Between cousins,24.545454545454547,6.285714285714286,42.833333333333336,80.64285714285714,55.41666666666666,15.415584415584416,59.63095238095238,58,59,1.78947368421053,1.79310344827586,1.20350241545894,1.27584051724138,2.3500462962963,2.29323200241984,1.79097650988516,1.79706177740998
96f8b997aa93b2375643a651033e22c5,weekend,Higher,None,2,0.15384615384615385,Between cousins,24.545454545454547,6.285714285714286,42.833333333333336,80.64285714285714,55.41666666666666,15.415584415584416,59.63095238095238,58,59,1.78947368421053,1.79310344827586,1.20350241545894,1.27584051724138,2.3500462962963,2.29323200241984,1.79097650988516,1.79706177740998
96f8b997aa93b2375643a651033e22c5,housemates,Equal,Precedent,5,0.45454545454545453,Between roommates,30,17.857142857142858,36.66666666666666,74.0625,65.11111111111111,23.92857142857143,58.613425925925924,58,59,1.05263157894737,1.91525423728814,0.640592981557377,1.42548683736026,1.47058823529412,2.33333333333333,1.05227115183929,1.91331572492778
96f8b997aa93b2375643a651033e22c5,housemates,Equal,Reciprocity,4,0.36363636363636365,Between roommates,30,17.857142857142858,36.66666666666666,74.0625,65.11111111111111,23.92857142857143,58.613425925925924,58,59,1.05263157894737,1.91525423728814,0.640592981557377,1.42548683736026,1.47058823529412,2.33333333333333,1.05227115183929,1.91331572492778
96f8b997aa93b2375643a651033e22c5,housemates,Equal,None,2,0.18181818181818182,Between roommates,30,17.857142857142858,36.66666666666666,74.0625,65.11111111111111,23.92857142857143,58.613425925925924,58,59,1.05263157894737,1.91525423728814,0.640592981557377,1.42548683736026,1.47058823529412,2.33333333333333,1.05227115183929,1.91331572492778
96f8b997aa93b2375643a651033e22c5,concerts,Lower,Precedent,5,0.38461538461538464,Between Siblings,50.52941176470589,35.86666666666667,64.14285714285714,94.1,78.07142857142857,43.19803921568628,78.77142857142856,58,59,2.73214285714286,2.47457627118644,2.16362708719852,2.08447769953052,3.18386886669561,2.8474833076528,2.72661481347624,2.48066067269549
96f8b997aa93b2375643a651033e22c5,concerts,Lower,Reciprocity,6,0.46153846153846156,Between Siblings,50.52941176470589,35.86666666666667,64.14285714285714,94.1,78.07142857142857,43.19803921568628,78.77142857142856,58,59,2.73214285714286,2.47457627118644,2.16362708719852,2.08447769953052,3.18386886669561,2.8474833076528,2.72661481347624,2.48066067269549
96f8b997aa93b2375643a651033e22c5,concerts,Lower,None,2,0.15384615384615385,Between Siblings,50.52941176470589,35.86666666666667,64.14285714285714,94.1,78.07142857142857,43.19803921568628,78.77142857142856,58,59,2.73214285714286,2.47457627118644,2.16362708719852,2.08447769953052,3.18386886669561,2.8474833076528,2.72661481347624,2.48066067269549
96f8b997aa93b2375643a651033e22c5,architects,Lower,Precedent,6,0.5454545454545454,Supervisor and Subordinate,41.47368421052632,47,74.3,67.33333333333333,87.53846153846153,44.236842105263165,76.39059829059829,58,59,1.19298245614035,1.72413793103448,0.771893874029336,1.41666666666667,1.66694915254237,2.0600306122449,1.20792903899868,1.7207958189705
96f8b997aa93b2375643a651033e22c5,architects,Lower,Reciprocity,3,0.2727272727272727,Supervisor and Subordinate,41.47368421052632,47,74.3,67.33333333333333,87.53846153846153,44.236842105263165,76.39059829059829,58,59,1.19298245614035,1.72413793103448,0.771893874029336,1.41666666666667,1.66694915254237,2.0600306122449,1.20792903899868,1.7207958189705
96f8b997aa93b2375643a651033e22c5,architects,Lower,None,2,0.18181818181818182,Supervisor and Subordinate,41.47368421052632,47,74.3,67.33333333333333,87.53846153846153,44.236842105263165,76.39059829059829,58,59,1.19298245614035,1.72413793103448,0.771893874029336,1.41666666666667,1.66694915254237,2.0600306122449,1.20792903899868,1.7207958189705
96f8b997aa93b2375643a651033e22c5,babysitting,Lower,Precedent,6,0.6,Religious leader and Congregant,25.923076923076923,38.8,57.46153846153846,72.11111111111111,74.625,32.36153846153846,68.06588319088318,58,59,3.24137931034483,2.66101694915254,2.63029891304348,2.15217391304348,3.73363636363636,3.05457070707071,3.21598801743258,2.65245694359447
96f8b997aa93b2375643a651033e22c5,babysitting,Lower,Reciprocity,2,0.2,Religious leader and Congregant,25.923076923076923,38.8,57.46153846153846,72.11111111111111,74.625,32.36153846153846,68.06588319088318,58,59,3.24137931034483,2.66101694915254,2.63029891304348,2.15217391304348,3.73363636363636,3.05457070707071,3.21598801743258,2.65245694359447
96f8b997aa93b2375643a651033e22c5,babysitting,Lower,None,2,0.2,Religious leader and Congregant,25.923076923076923,38.8,57.46153846153846,72.11111111111111,74.625,32.36153846153846,68.06588319088318,58,59,3.24137931034483,2.66101694915254,2.63029891304348,2.15217391304348,3.73363636363636,3.05457070707071,3.21598801743258,2.65245694359447
96f8b997aa93b2375643a651033e22c5,scheduling,Equal,Precedent,6,0.6,Between Co-workers,25.214285714285715,18.066666666666663,76.2,58.25,80.05882352941177,21.64047619047619,71.50294117647059,58,59,2.12068965517241,1,1.58057347670251,0.559983050847457,2.61538461538462,1.43057598039216,2.11403471642181,0.999748547308371
96f8b997aa93b2375643a651033e22c5,scheduling,Equal,Reciprocity,2,0.2,Between Co-workers,25.214285714285715,18.066666666666663,76.2,58.25,80.05882352941177,21.64047619047619,71.50294117647059,58,59,2.12068965517241,1,1.58057347670251,0.559983050847457,2.61538461538462,1.43057598039216,2.11403471642181,0.999748547308371
96f8b997aa93b2375643a651033e22c5,scheduling,Equal,None,2,0.2,Between Co-workers,25.214285714285715,18.066666666666663,76.2,58.25,80.05882352941177,21.64047619047619,71.50294117647059,58,59,2.12068965517241,1,1.58057347670251,0.559983050847457,2.61538461538462,1.43057598039216,2.11403471642181,0.999748547308371
96f8b997aa93b2375643a651033e22c5,meeting prep,Higher,Precedent,6,0.46153846153846156,Manager and Assistant,41.57142857142857,52.888888888888886,64.3076923076923,67.15789473684211,86.83333333333333,47.23015873015873,72.76630679262257,58,59,1.17241379310345,2.59322033898305,0.630399719495091,2.18637149775164,1.70537200504414,2.955434192673,1.15958193710511,2.59176477553689
96f8b997aa93b2375643a651033e22c5,meeting prep,Higher,Reciprocity,6,0.46153846153846156,Manager and Assistant,41.57142857142857,52.888888888888886,64.3076923076923,67.15789473684211,86.83333333333333,47.23015873015873,72.76630679262257,58,59,1.17241379310345,2.59322033898305,0.630399719495091,2.18637149775164,1.70537200504414,2.955434192673,1.15958193710511,2.59176477553689
96f8b997aa93b2375643a651033e22c5,meeting prep,Higher,None,1,0.07692307692307693,Manager and Assistant,41.57142857142857,52.888888888888886,64.3076923076923,67.15789473684211,86.83333333333333,47.23015873015873,72.76630679262257,58,59,1.17241379310345,2.59322033898305,0.630399719495091,2.18637149775164,1.70537200504414,2.955434192673,1.15958193710511,2.59176477553689
