subject_id,story,relationship,type,n,diff,ci_lower,mean,ci_upper,Precedent,Reciprocity,prec_minus_rec,p_prec
524c1b16f40c278b4f668eae7cedcb80,family meals,Lower,benefit,58,-2.24137931034483,-2.78335784313725,-2.24258058956935,-1.67164179104478,6,7,-1,0.46153846153846156
524c1b16f40c278b4f668eae7cedcb80,family meals,Lower,effort,59,3.59322033898305,3.07237631184408,3.58438999125936,4.01563760080645,6,7,-1,0.46153846153846156
524c1b16f40c278b4f668eae7cedcb80,coffee,Lower,benefit,58,-2.03448275862069,-2.46941776710684,-2.03354526804724,-1.5941437444543,6,7,-1,0.46153846153846156
524c1b16f40c278b4f668eae7cedcb80,coffee,Lower,effort,59,2.08474576271186,1.7101332398317,2.08415000789866,2.45295011192837,6,7,-1,0.46153846153846156
a9f31090b3912931034d10a7cb60209e,feedback,Higher,benefit,58,-1.31034482758621,-1.76470588235294,-1.31284733287522,-0.882263814616756,6,5,1,0.5454545454545454
a9f31090b3912931034d10a7cb60209e,feedback,Higher,effort,59,0.288135593220339,0,0.297556884971165,0.617112986060161,6,5,1,0.5454545454545454
a9f31090b3912931034d10a7cb60209e,meeting prep,Higher,benefit,58,-1.17241379310345,-1.69572662298988,-1.16023701353136,-0.586185870479394,6,4,2,0.6
a9f31090b3912931034d10a7cb60209e,meeting prep,Higher,effort,59,2.59322033898305,2.22575830524795,2.58482968947095,2.93239830508475,6,4,2,0.6
a9f31090b3912931034d10a7cb60209e,groceries,Higher,benefit,58,-2.93103448275862,-3.40012658227848,-2.91879753971629,-2.41847286821705,4,5,-1,0.4444444444444444
a9f31090b3912931034d10a7cb60209e,groceries,Higher,effort,59,1.83050847457627,1.42305555555556,1.83459887507856,2.26005737704918,4,5,-1,0.4444444444444444
a9f31090b3912931034d10a7cb60209e,conversation,Higher,benefit,58,-0.879310344827586,-1.31045657726692,-0.876554703402032,-0.428571428571429,6,2,4,0.75
a9f31090b3912931034d10a7cb60209e,conversation,Higher,effort,59,-0.11864406779661,-0.508236901317904,-0.114453006602059,0.241935483870968,6,2,4,0.75
a9f31090b3912931034d10a7cb60209e,group project,Higher,benefit,58,0.172413793103448,-0.359418402777778,0.178034722654269,0.740018518518518,6,2,4,0.75
a9f31090b3912931034d10a7cb60209e,group project,Higher,effort,59,1.79661016949153,1.19991803278689,1.79255084861162,2.30642393320965,6,2,4,0.75
a9f31090b3912931034d10a7cb60209e,housemates,Lower,benefit,58,-1.05263157894737,-1.48169934640523,-1.0512734594822,-0.653061224489796,5,3,2,0.625
a9f31090b3912931034d10a7cb60209e,housemates,Lower,effort,59,1.91525423728814,1.41269841269841,1.90876151478911,2.36625277983692,5,3,2,0.625
a9f31090b3912931034d10a7cb60209e,gifts,Lower,benefit,58,-3.29824561403509,-3.94645206766917,-3.28325938209958,-2.52659644939057,3,6,-3,0.3333333333333333
a9f31090b3912931034d10a7cb60209e,gifts,Lower,effort,59,3.64406779661017,2.97805807916937,3.63075242801046,4.19672752111277,3,6,-3,0.3333333333333333
a9f31090b3912931034d10a7cb60209e,concerts,Lower,benefit,58,-2.73214285714286,-3.26095159967186,-2.72666998189961,-2.21274983881367,3,6,-3,0.3333333333333333
a9f31090b3912931034d10a7cb60209e,concerts,Lower,effort,59,2.47457627118644,2.07934173669468,2.47568850337003,2.86,3,6,-3,0.3333333333333333
a9f31090b3912931034d10a7cb60209e,family meals,Lower,benefit,58,-2.24137931034483,-2.78335784313725,-2.24258058956935,-1.67164179104478,4,5,-1,0.4444444444444444
a9f31090b3912931034d10a7cb60209e,family meals,Lower,effort,59,3.59322033898305,3.07237631184408,3.58438999125936,4.01563760080645,4,5,-1,0.4444444444444444
a9f31090b3912931034d10a7cb60209e,meeting location,Higher,benefit,58,-0.410714285714286,-0.808752417794971,-0.41989655101551,0,3,6,-3,0.3333333333333333
a9f31090b3912931034d10a7cb60209e,meeting location,Higher,effort,59,1.16949152542373,0.886738026124818,1.1702876017146,1.48338235294118,3,6,-3,0.3333333333333333
a9f31090b3912931034d10a7cb60209e,police,Lower,benefit,58,-3.17241379310345,-3.73223551212938,-3.17340992296189,-2.59586538461538,5,3,2,0.625
a9f31090b3912931034d10a7cb60209e,police,Lower,effort,59,2.71186440677966,2.083203125,2.70763244753575,3.24213709677419,5,3,2,0.625
a9f31090b3912931034d10a7cb60209e,scheduling,Higher,benefit,58,-2.12068965517241,-2.63939839158676,-2.11964906652605,-1.55299806576402,3,6,-3,0.3333333333333333
a9f31090b3912931034d10a7cb60209e,scheduling,Higher,effort,59,1,0.532249485243651,0.994481428743235,1.42384987893462,3,6,-3,0.3333333333333333
94b0736227a1ed1cd4eb31ae67afb3c9,meeting location,Lower,benefit,58,-0.410714285714286,-0.808752417794971,-0.41989655101551,0,5,3,2,0.625
94b0736227a1ed1cd4eb31ae67afb3c9,meeting location,Lower,effort,59,1.16949152542373,0.886738026124818,1.1702876017146,1.48338235294118,5,3,2,0.625
94b0736227a1ed1cd4eb31ae67afb3c9,groceries,Higher,benefit,58,-2.93103448275862,-3.40012658227848,-2.91879753971629,-2.41847286821705,4,5,-1,0.4444444444444444
94b0736227a1ed1cd4eb31ae67afb3c9,groceries,Higher,effort,59,1.83050847457627,1.42305555555556,1.83459887507856,2.26005737704918,4,5,-1,0.4444444444444444
94b0736227a1ed1cd4eb31ae67afb3c9,meeting prep,Higher,benefit,58,-1.17241379310345,-1.69572662298988,-1.16023701353136,-0.586185870479394,5,3,2,0.625
94b0736227a1ed1cd4eb31ae67afb3c9,meeting prep,Higher,effort,59,2.59322033898305,2.22575830524795,2.58482968947095,2.93239830508475,5,3,2,0.625
94b0736227a1ed1cd4eb31ae67afb3c9,police,Lower,benefit,58,-3.17241379310345,-3.73223551212938,-3.17340992296189,-2.59586538461538,4,3,1,0.5714285714285714
94b0736227a1ed1cd4eb31ae67afb3c9,police,Lower,effort,59,2.71186440677966,2.083203125,2.70763244753575,3.24213709677419,4,3,1,0.5714285714285714
94b0736227a1ed1cd4eb31ae67afb3c9,group project,Higher,benefit,58,0.172413793103448,-0.359418402777778,0.178034722654269,0.740018518518518,6,2,4,0.75
94b0736227a1ed1cd4eb31ae67afb3c9,group project,Higher,effort,59,1.79661016949153,1.19991803278689,1.79255084861162,2.30642393320965,6,2,4,0.75
94b0736227a1ed1cd4eb31ae67afb3c9,weekend,Higher,benefit,58,-1.78947368421053,-2.32772988505747,-1.78386505039538,-1.16990481522956,2,3,-1,0.4
94b0736227a1ed1cd4eb31ae67afb3c9,weekend,Higher,effort,59,1.79310344827586,1.22798066595059,1.77146858372062,2.30459627329193,2,3,-1,0.4
94b0736227a1ed1cd4eb31ae67afb3c9,concerts,Lower,benefit,58,-2.73214285714286,-3.26095159967186,-2.72666998189961,-2.21274983881367,4,4,0,0.5
94b0736227a1ed1cd4eb31ae67afb3c9,concerts,Lower,effort,59,2.47457627118644,2.07934173669468,2.47568850337003,2.86,4,4,0,0.5
94b0736227a1ed1cd4eb31ae67afb3c9,architects,Lower,benefit,58,-1.19298245614035,-1.6614247311828,-1.18939956138794,-0.730681818181818,6,3,3,0.6666666666666666
94b0736227a1ed1cd4eb31ae67afb3c9,architects,Lower,effort,59,1.72413793103448,1.40730994152047,1.71437047341131,2.05797413793103,6,3,3,0.6666666666666666
94b0736227a1ed1cd4eb31ae67afb3c9,family meals,Lower,benefit,58,-2.24137931034483,-2.78335784313725,-2.24258058956935,-1.67164179104478,5,4,1,0.5555555555555556
94b0736227a1ed1cd4eb31ae67afb3c9,family meals,Lower,effort,59,3.59322033898305,3.07237631184408,3.58438999125936,4.01563760080645,5,4,1,0.5555555555555556
94b0736227a1ed1cd4eb31ae67afb3c9,restaurant,Higher,benefit,58,-2.56896551724138,-3.05601851851852,-2.55541888764262,-2,4,5,-1,0.4444444444444444
94b0736227a1ed1cd4eb31ae67afb3c9,restaurant,Higher,effort,59,0.457627118644068,-0.0612563775510203,0.446314916540212,0.912318511796733,4,5,-1,0.4444444444444444
94b0736227a1ed1cd4eb31ae67afb3c9,feedback,Lower,benefit,58,-1.31034482758621,-1.76470588235294,-1.31284733287522,-0.882263814616756,6,6,0,0.5
94b0736227a1ed1cd4eb31ae67afb3c9,feedback,Lower,effort,59,0.288135593220339,0,0.297556884971165,0.617112986060161,6,6,0,0.5
94b0736227a1ed1cd4eb31ae67afb3c9,scheduling,Higher,benefit,58,-2.12068965517241,-2.63939839158676,-2.11964906652605,-1.55299806576402,3,5,-2,0.375
94b0736227a1ed1cd4eb31ae67afb3c9,scheduling,Higher,effort,59,1,0.532249485243651,0.994481428743235,1.42384987893462,3,5,-2,0.375
51c82cd223b33af5d6ed0e5eeac70fdc,weekend,Lower,benefit,58,-1.78947368421053,-2.32772988505747,-1.78386505039538,-1.16990481522956,4,4,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,weekend,Lower,effort,59,1.79310344827586,1.22798066595059,1.77146858372062,2.30459627329193,4,4,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,housemates,Higher,benefit,58,-1.05263157894737,-1.48169934640523,-1.0512734594822,-0.653061224489796,4,4,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,housemates,Higher,effort,59,1.91525423728814,1.41269841269841,1.90876151478911,2.36625277983692,4,4,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,police,Lower,benefit,58,-3.17241379310345,-3.73223551212938,-3.17340992296189,-2.59586538461538,5,3,2,0.625
51c82cd223b33af5d6ed0e5eeac70fdc,police,Lower,effort,59,2.71186440677966,2.083203125,2.70763244753575,3.24213709677419,5,3,2,0.625
51c82cd223b33af5d6ed0e5eeac70fdc,gifts,Lower,benefit,58,-3.29824561403509,-3.94645206766917,-3.28325938209958,-2.52659644939057,3,4,-1,0.42857142857142855
51c82cd223b33af5d6ed0e5eeac70fdc,gifts,Lower,effort,59,3.64406779661017,2.97805807916937,3.63075242801046,4.19672752111277,3,4,-1,0.42857142857142855
51c82cd223b33af5d6ed0e5eeac70fdc,meeting prep,Lower,benefit,58,-1.17241379310345,-1.69572662298988,-1.16023701353136,-0.586185870479394,5,3,2,0.625
51c82cd223b33af5d6ed0e5eeac70fdc,meeting prep,Lower,effort,59,2.59322033898305,2.22575830524795,2.58482968947095,2.93239830508475,5,3,2,0.625
51c82cd223b33af5d6ed0e5eeac70fdc,groceries,Higher,benefit,58,-2.93103448275862,-3.40012658227848,-2.91879753971629,-2.41847286821705,5,5,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,groceries,Higher,effort,59,1.83050847457627,1.42305555555556,1.83459887507856,2.26005737704918,5,5,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,scheduling,Higher,benefit,58,-2.12068965517241,-2.63939839158676,-2.11964906652605,-1.55299806576402,5,5,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,scheduling,Higher,effort,59,1,0.532249485243651,0.994481428743235,1.42384987893462,5,5,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,group project,Higher,benefit,58,0.172413793103448,-0.359418402777778,0.178034722654269,0.740018518518518,5,5,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,group project,Higher,effort,59,1.79661016949153,1.19991803278689,1.79255084861162,2.30642393320965,5,5,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,coffee,Lower,benefit,58,-2.03448275862069,-2.46941776710684,-2.03354526804724,-1.5941437444543,5,5,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,coffee,Lower,effort,59,2.08474576271186,1.7101332398317,2.08415000789866,2.45295011192837,5,5,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,meeting location,Higher,benefit,58,-0.410714285714286,-0.808752417794971,-0.41989655101551,0,5,5,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,meeting location,Higher,effort,59,1.16949152542373,0.886738026124818,1.1702876017146,1.48338235294118,5,5,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,restaurant,Lower,benefit,58,-2.56896551724138,-3.05601851851852,-2.55541888764262,-2,NA,5,NA,NA
51c82cd223b33af5d6ed0e5eeac70fdc,restaurant,Lower,effort,59,0.457627118644068,-0.0612563775510203,0.446314916540212,0.912318511796733,NA,5,NA,NA
51c82cd223b33af5d6ed0e5eeac70fdc,fundraising,Higher,benefit,58,-0.912280701754386,-1.43641945773525,-0.907935906195113,-0.383333333333333,5,5,0,0.5
51c82cd223b33af5d6ed0e5eeac70fdc,fundraising,Higher,effort,59,2.6271186440678,2.2631363244176,2.62680158614329,2.9675782414307,5,5,0,0.5
015ff36922457118cf626c4143038b6b,scheduling,Higher,benefit,58,-2.12068965517241,-2.63939839158676,-2.11964906652605,-1.55299806576402,3,6,-3,0.3333333333333333
015ff36922457118cf626c4143038b6b,scheduling,Higher,effort,59,1,0.532249485243651,0.994481428743235,1.42384987893462,3,6,-3,0.3333333333333333
015ff36922457118cf626c4143038b6b,concerts,Higher,benefit,58,-2.73214285714286,-3.26095159967186,-2.72666998189961,-2.21274983881367,7,3,4,0.7
015ff36922457118cf626c4143038b6b,concerts,Higher,effort,59,2.47457627118644,2.07934173669468,2.47568850337003,2.86,7,3,4,0.7
015ff36922457118cf626c4143038b6b,coffee,Lower,benefit,58,-2.03448275862069,-2.46941776710684,-2.03354526804724,-1.5941437444543,3,5,-2,0.375
015ff36922457118cf626c4143038b6b,coffee,Lower,effort,59,2.08474576271186,1.7101332398317,2.08415000789866,2.45295011192837,3,5,-2,0.375
015ff36922457118cf626c4143038b6b,groceries,Higher,benefit,58,-2.93103448275862,-3.40012658227848,-2.91879753971629,-2.41847286821705,4,4,0,0.5
015ff36922457118cf626c4143038b6b,groceries,Higher,effort,59,1.83050847457627,1.42305555555556,1.83459887507856,2.26005737704918,4,4,0,0.5
015ff36922457118cf626c4143038b6b,weekend,Lower,benefit,58,-1.78947368421053,-2.32772988505747,-1.78386505039538,-1.16990481522956,5,3,2,0.625
015ff36922457118cf626c4143038b6b,weekend,Lower,effort,59,1.79310344827586,1.22798066595059,1.77146858372062,2.30459627329193,5,3,2,0.625
015ff36922457118cf626c4143038b6b,restaurant,Lower,benefit,58,-2.56896551724138,-3.05601851851852,-2.55541888764262,-2,5,3,2,0.625
015ff36922457118cf626c4143038b6b,restaurant,Lower,effort,59,0.457627118644068,-0.0612563775510203,0.446314916540212,0.912318511796733,5,3,2,0.625
015ff36922457118cf626c4143038b6b,housemates,Higher,benefit,58,-1.05263157894737,-1.48169934640523,-1.0512734594822,-0.653061224489796,4,5,-1,0.4444444444444444
015ff36922457118cf626c4143038b6b,housemates,Higher,effort,59,1.91525423728814,1.41269841269841,1.90876151478911,2.36625277983692,4,5,-1,0.4444444444444444
015ff36922457118cf626c4143038b6b,group project,Higher,benefit,58,0.172413793103448,-0.359418402777778,0.178034722654269,0.740018518518518,6,4,2,0.6
015ff36922457118cf626c4143038b6b,group project,Higher,effort,59,1.79661016949153,1.19991803278689,1.79255084861162,2.30642393320965,6,4,2,0.6
015ff36922457118cf626c4143038b6b,fundraising,Higher,benefit,58,-0.912280701754386,-1.43641945773525,-0.907935906195113,-0.383333333333333,6,3,3,0.6666666666666666
015ff36922457118cf626c4143038b6b,fundraising,Higher,effort,59,2.6271186440678,2.2631363244176,2.62680158614329,2.9675782414307,6,3,3,0.6666666666666666
015ff36922457118cf626c4143038b6b,meeting location,Lower,benefit,58,-0.410714285714286,-0.808752417794971,-0.41989655101551,0,5,3,2,0.625
015ff36922457118cf626c4143038b6b,meeting location,Lower,effort,59,1.16949152542373,0.886738026124818,1.1702876017146,1.48338235294118,5,3,2,0.625
015ff36922457118cf626c4143038b6b,meeting prep,Lower,benefit,58,-1.17241379310345,-1.69572662298988,-1.16023701353136,-0.586185870479394,6,2,4,0.75
015ff36922457118cf626c4143038b6b,meeting prep,Lower,effort,59,2.59322033898305,2.22575830524795,2.58482968947095,2.93239830508475,6,2,4,0.75
015ff36922457118cf626c4143038b6b,gifts,Lower,benefit,58,-3.29824561403509,-3.94645206766917,-3.28325938209958,-2.52659644939057,4,4,0,0.5
015ff36922457118cf626c4143038b6b,gifts,Lower,effort,59,3.64406779661017,2.97805807916937,3.63075242801046,4.19672752111277,4,4,0,0.5
9d451d6251e2cab7c7b57cc9ed2d68ed,groceries,Higher,benefit,58,-2.93103448275862,-3.40012658227848,-2.91879753971629,-2.41847286821705,2,6,-4,0.25
9d451d6251e2cab7c7b57cc9ed2d68ed,groceries,Higher,effort,59,1.83050847457627,1.42305555555556,1.83459887507856,2.26005737704918,2,6,-4,0.25
9d451d6251e2cab7c7b57cc9ed2d68ed,concerts,Lower,benefit,58,-2.73214285714286,-3.26095159967186,-2.72666998189961,-2.21274983881367,2,5,-3,0.2857142857142857
9d451d6251e2cab7c7b57cc9ed2d68ed,concerts,Lower,effort,59,2.47457627118644,2.07934173669468,2.47568850337003,2.86,2,5,-3,0.2857142857142857
9d451d6251e2cab7c7b57cc9ed2d68ed,meeting location,Higher,benefit,58,-0.410714285714286,-0.808752417794971,-0.41989655101551,0,7,1,6,0.875
9d451d6251e2cab7c7b57cc9ed2d68ed,meeting location,Higher,effort,59,1.16949152542373,0.886738026124818,1.1702876017146,1.48338235294118,7,1,6,0.875
9d451d6251e2cab7c7b57cc9ed2d68ed,housemates,Lower,benefit,58,-1.05263157894737,-1.48169934640523,-1.0512734594822,-0.653061224489796,6,2,4,0.75
9d451d6251e2cab7c7b57cc9ed2d68ed,housemates,Lower,effort,59,1.91525423728814,1.41269841269841,1.90876151478911,2.36625277983692,6,2,4,0.75
9d451d6251e2cab7c7b57cc9ed2d68ed,architects,Lower,benefit,58,-1.19298245614035,-1.6614247311828,-1.18939956138794,-0.730681818181818,6,2,4,0.75
9d451d6251e2cab7c7b57cc9ed2d68ed,architects,Lower,effort,59,1.72413793103448,1.40730994152047,1.71437047341131,2.05797413793103,6,2,4,0.75
9d451d6251e2cab7c7b57cc9ed2d68ed,group project,Higher,benefit,58,0.172413793103448,-0.359418402777778,0.178034722654269,0.740018518518518,6,1,5,0.8571428571428571
9d451d6251e2cab7c7b57cc9ed2d68ed,group project,Higher,effort,59,1.79661016949153,1.19991803278689,1.79255084861162,2.30642393320965,6,1,5,0.8571428571428571
9d451d6251e2cab7c7b57cc9ed2d68ed,meeting prep,Higher,benefit,58,-1.17241379310345,-1.69572662298988,-1.16023701353136,-0.586185870479394,2,6,-4,0.25
9d451d6251e2cab7c7b57cc9ed2d68ed,meeting prep,Higher,effort,59,2.59322033898305,2.22575830524795,2.58482968947095,2.93239830508475,2,6,-4,0.25
9d451d6251e2cab7c7b57cc9ed2d68ed,feedback,Higher,benefit,58,-1.31034482758621,-1.76470588235294,-1.31284733287522,-0.882263814616756,7,2,5,0.7777777777777778
9d451d6251e2cab7c7b57cc9ed2d68ed,feedback,Higher,effort,59,0.288135593220339,0,0.297556884971165,0.617112986060161,7,2,5,0.7777777777777778
9d451d6251e2cab7c7b57cc9ed2d68ed,gifts,Lower,benefit,58,-3.29824561403509,-3.94645206766917,-3.28325938209958,-2.52659644939057,1,7,-6,0.125
9d451d6251e2cab7c7b57cc9ed2d68ed,gifts,Lower,effort,59,3.64406779661017,2.97805807916937,3.63075242801046,4.19672752111277,1,7,-6,0.125
9d451d6251e2cab7c7b57cc9ed2d68ed,family meals,Lower,benefit,58,-2.24137931034483,-2.78335784313725,-2.24258058956935,-1.67164179104478,6,2,4,0.75
9d451d6251e2cab7c7b57cc9ed2d68ed,family meals,Lower,effort,59,3.59322033898305,3.07237631184408,3.58438999125936,4.01563760080645,6,2,4,0.75
9d451d6251e2cab7c7b57cc9ed2d68ed,police,Lower,benefit,58,-3.17241379310345,-3.73223551212938,-3.17340992296189,-2.59586538461538,6,1,5,0.8571428571428571
9d451d6251e2cab7c7b57cc9ed2d68ed,police,Lower,effort,59,2.71186440677966,2.083203125,2.70763244753575,3.24213709677419,6,1,5,0.8571428571428571
9d451d6251e2cab7c7b57cc9ed2d68ed,restaurant,Higher,benefit,58,-2.56896551724138,-3.05601851851852,-2.55541888764262,-2,2,6,-4,0.25
9d451d6251e2cab7c7b57cc9ed2d68ed,restaurant,Higher,effort,59,0.457627118644068,-0.0612563775510203,0.446314916540212,0.912318511796733,2,6,-4,0.25
46ccd98c150550164552910b2f00ca5e,coffee,Higher,benefit,58,-2.03448275862069,-2.46941776710684,-2.03354526804724,-1.5941437444543,6,2,4,0.75
46ccd98c150550164552910b2f00ca5e,coffee,Higher,effort,59,2.08474576271186,1.7101332398317,2.08415000789866,2.45295011192837,6,2,4,0.75
46ccd98c150550164552910b2f00ca5e,gifts,Higher,benefit,58,-3.29824561403509,-3.94645206766917,-3.28325938209958,-2.52659644939057,6,1,5,0.8571428571428571
46ccd98c150550164552910b2f00ca5e,gifts,Higher,effort,59,3.64406779661017,2.97805807916937,3.63075242801046,4.19672752111277,6,1,5,0.8571428571428571
46ccd98c150550164552910b2f00ca5e,scheduling,Lower,benefit,58,-2.12068965517241,-2.63939839158676,-2.11964906652605,-1.55299806576402,5,3,2,0.625
46ccd98c150550164552910b2f00ca5e,scheduling,Lower,effort,59,1,0.532249485243651,0.994481428743235,1.42384987893462,5,3,2,0.625
46ccd98c150550164552910b2f00ca5e,fundraising,Higher,benefit,58,-0.912280701754386,-1.43641945773525,-0.907935906195113,-0.383333333333333,6,2,4,0.75
46ccd98c150550164552910b2f00ca5e,fundraising,Higher,effort,59,2.6271186440678,2.2631363244176,2.62680158614329,2.9675782414307,6,2,4,0.75
46ccd98c150550164552910b2f00ca5e,architects,Lower,benefit,58,-1.19298245614035,-1.6614247311828,-1.18939956138794,-0.730681818181818,7,1,6,0.875
46ccd98c150550164552910b2f00ca5e,architects,Lower,effort,59,1.72413793103448,1.40730994152047,1.71437047341131,2.05797413793103,7,1,6,0.875
46ccd98c150550164552910b2f00ca5e,restaurant,Lower,benefit,58,-2.56896551724138,-3.05601851851852,-2.55541888764262,-2,6,2,4,0.75
46ccd98c150550164552910b2f00ca5e,restaurant,Lower,effort,59,0.457627118644068,-0.0612563775510203,0.446314916540212,0.912318511796733,6,2,4,0.75
46ccd98c150550164552910b2f00ca5e,housemates,Higher,benefit,58,-1.05263157894737,-1.48169934640523,-1.0512734594822,-0.653061224489796,5,3,2,0.625
46ccd98c150550164552910b2f00ca5e,housemates,Higher,effort,59,1.91525423728814,1.41269841269841,1.90876151478911,2.36625277983692,5,3,2,0.625
46ccd98c150550164552910b2f00ca5e,babysitting,Lower,benefit,58,-3.24137931034483,-3.7358954531395,-3.23371980408093,-2.64969827586207,7,4,3,0.6363636363636364
46ccd98c150550164552910b2f00ca5e,babysitting,Lower,effort,59,2.66101694915254,2.15651260504202,2.65965305130384,3.09890163934426,7,4,3,0.6363636363636364
46ccd98c150550164552910b2f00ca5e,feedback,Lower,benefit,58,-1.31034482758621,-1.76470588235294,-1.31284733287522,-0.882263814616756,4,5,-1,0.4444444444444444
46ccd98c150550164552910b2f00ca5e,feedback,Lower,effort,59,0.288135593220339,0,0.297556884971165,0.617112986060161,4,5,-1,0.4444444444444444
46ccd98c150550164552910b2f00ca5e,groceries,Lower,benefit,58,-2.93103448275862,-3.40012658227848,-2.91879753971629,-2.41847286821705,5,5,0,0.5
46ccd98c150550164552910b2f00ca5e,groceries,Lower,effort,59,1.83050847457627,1.42305555555556,1.83459887507856,2.26005737704918,5,5,0,0.5
46ccd98c150550164552910b2f00ca5e,family meals,Higher,benefit,58,-2.24137931034483,-2.78335784313725,-2.24258058956935,-1.67164179104478,6,2,4,0.75
46ccd98c150550164552910b2f00ca5e,family meals,Higher,effort,59,3.59322033898305,3.07237631184408,3.58438999125936,4.01563760080645,6,2,4,0.75
46ccd98c150550164552910b2f00ca5e,weekend,Higher,benefit,58,-1.78947368421053,-2.32772988505747,-1.78386505039538,-1.16990481522956,2,6,-4,0.25
46ccd98c150550164552910b2f00ca5e,weekend,Higher,effort,59,1.79310344827586,1.22798066595059,1.77146858372062,2.30459627329193,2,6,-4,0.25
33483f23f79fea225bf8266cb27febc0,conversation,Higher,benefit,58,-0.879310344827586,-1.31045657726692,-0.876554703402032,-0.428571428571429,6,2,4,0.75
33483f23f79fea225bf8266cb27febc0,conversation,Higher,effort,59,-0.11864406779661,-0.508236901317904,-0.114453006602059,0.241935483870968,6,2,4,0.75
